commit	subject	status	path	classification	durable_owner
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/.storage/2026-07-11-tantivy-typer-prototype/run_tantivy_prototype.executed.txt	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/.storage/2026-07-11-tantivy-typer-prototype/run_tantivy_prototype.py	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/.storage/2026-07-11-tantivy-typer-prototype/timings.json	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/.storage/2026-07-11-tantivy-typer-prototype/versions.json	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-config-autoresearch-runner-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-cross-corpus-live-apply.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-cross-corpus-live-retrieval-evals.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-cross-corpus-seed-eval-datasets.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-cross-corpus-validation-local-plans.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-cross-repo-requests-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-cross-site-page-aggregation-sqlmesh-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-graded-repo-eval-metric-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-live-turbo-search-repo-index-and-eval.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-opt-in-page-aggregation-ranking-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-repo-eval-autoresearch-docs-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-repo-eval-autoresearch-review-minor-fixes.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-repo-file-card-metadata-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-repo-oversize-metadata-live-eval.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-repo-oversize-metadata-local-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-repo-search-eval-autoresearch-final-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-repo-search-file-ranking-promotion-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-repo-search-metadata-cross-repo-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-repo-search-precision-hypothesis-experiments.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-turbo-search-seed-repo-eval-dataset-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-website-adaptive-aggregation-review.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-website-page-aggregation-experiments.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-website-page-level-ranking-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-website-page-ranking-default-promotion-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-06-28-website-ranking-evidence-hardening.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/evidence/2026-07-08-local-pdf-source-ingestion.md	historical-branch-record-non-authoritative	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-08-namespace-delete-positional-namespace.md	historical-turbopuffer-delete-no-current-product-request	historical index only; no current owner without current product request
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-08-turbopuffer-namespace-deletion-cli.md	historical-turbopuffer-delete-no-current-product-request	historical index only; no current owner without current product request
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-10-apache-license.md	product-neutral-already-present-or-evolved-on-develop	current LICENSE/project metadata
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-10-compact-plan-v2.md	historical-compact-artifact-finding-no-current-measured-need	historical index only; no current owner without measured need
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-10-guarded-generated-data-cleanup.md	superseded-generated-data-cleanup-lifecycle	historical index; current plan cleanup/source lifecycle differs
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-10-local-quality-gate.md	historical-tooling-choice-superseded-by-current-hosted-ci	current .github/workflows/ci.yml
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-10-qdrant-hybrid-parity.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-10-qdrant-index-lifecycle.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-10-qdrant-local-runtime.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-10-sitemap-resource-limits.md	product-neutral-missing-sitemap-resource-bound	current sitemap resource spec/repair ticket
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-10-sqlite-applied-state-v2.md	superseded-local-state-backend	current active compact DuckDB applied-state spec
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-11-cli-source-argument-deduplication.md	historical-refactor-not-current-behavior-authority	current CLI parser/help/tests
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-11-qdrant-bm25-typer-diagnostic.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-11-qdrant-bounded-parity.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-11-qdrant-global-fusion-investigation.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-11-record-graph-reconciliation.md	historical-branch-record-non-authoritative	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-11-remove-turbopuffer-integration.md	historical-branch-record-non-authoritative	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/evidence/2026-07-11-tantivy-typer-prototype.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/knowledge/repo-search-ranking-defaults.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/research/2026-06-28-expanded-validation-ranking-hypotheses.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/research/2026-07-10-open-source-search-backend-selection.md	historical-branch-record-non-authoritative	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/research/2026-07-11-open-source-lexical-sidecar-selection.md	historical-branch-record-non-authoritative	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/research/2026-07-11-turbopuffer-bm25-semantics.md	historical-branch-record-non-authoritative	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/reviews/2026-06-28-repo-eval-autoresearch-review.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/reviews/2026-07-08-local-pdf-source-ingestion-review.md	historical-branch-record-non-authoritative	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-08-namespace-delete-positional-namespace-review.md	historical-turbopuffer-delete-no-current-product-request	historical index only; no current owner without current product request
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-08-turbopuffer-namespace-deletion-cli-review.md	historical-turbopuffer-delete-no-current-product-request	historical index only; no current owner without current product request
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-10-apache-license-review.md	product-neutral-already-present-or-evolved-on-develop	current LICENSE/project metadata
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-10-codebase-stocktake.md	historical-branch-record-non-authoritative	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-10-compact-plan-v2-review.md	historical-compact-artifact-finding-no-current-measured-need	historical index only; no current owner without measured need
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-10-guarded-generated-data-cleanup-review.md	superseded-generated-data-cleanup-lifecycle	historical index; current plan cleanup/source lifecycle differs
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-10-local-quality-gate-review.md	historical-tooling-choice-superseded-by-current-hosted-ci	current .github/workflows/ci.yml
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-10-qdrant-local-runtime-review.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-10-sitemap-resource-limits-review.md	product-neutral-missing-sitemap-resource-bound	current sitemap resource spec/repair ticket
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-10-sqlite-applied-state-v2-review.md	superseded-local-state-backend	current active compact DuckDB applied-state spec
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-11-cli-source-argument-deduplication-review.md	historical-refactor-not-current-behavior-authority	current CLI parser/help/tests
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-11-qdrant-cutover-final-integration-review.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-11-qdrant-parity-blocker-review.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-11-record-graph-reconciliation-review.md	historical-branch-record-non-authoritative	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-11-remove-turbopuffer-integration-rereview.md	historical-branch-record-non-authoritative	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-11-remove-turbopuffer-integration-review.md	historical-branch-record-non-authoritative	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/reviews/2026-07-11-tantivy-typer-prototype-review.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/specs/compact-plan-and-state-v2.md	historical-compact-artifact-finding-no-current-measured-need	historical index only; no current owner without measured need
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/specs/guarded-generated-data-cleanup.md	superseded-generated-data-cleanup-lifecycle	historical index; current plan cleanup/source lifecycle differs
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/specs/qdrant-hybrid-retrieval.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/specs/qdrant-index-lifecycle.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/specs/qdrant-local-runtime.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/specs/sitemap-resource-limits.md	product-neutral-missing-sitemap-resource-bound	current sitemap resource spec/repair ticket
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/specs/turbopuffer-namespace-deletion.md	historical-turbopuffer-delete-no-current-product-request	historical index only; no current owner without current product request
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	.10x/tickets/2026-06-28-repo-search-heavy-ranking-experiments.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R100	.10x/tickets/cancelled/2026-06-28-human-review-website-ranking-labels.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R095	.10x/tickets/done/2026-06-28-config-autoresearch-runner.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R087	.10x/tickets/done/2026-06-28-cross-corpus-validation-basket.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R100	.10x/tickets/done/2026-06-28-cross-repo-requests-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R096	.10x/tickets/done/2026-06-28-cross-site-page-aggregation-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R096	.10x/tickets/done/2026-06-28-graded-repo-eval-metric.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R095	.10x/tickets/done/2026-06-28-live-turbo-search-repo-index-and-eval.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R096	.10x/tickets/done/2026-06-28-opt-in-page-aggregation-ranking.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R100	.10x/tickets/done/2026-06-28-promote-repo-search-file-level-ranking.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R100	.10x/tickets/done/2026-06-28-promote-website-page-ranking-default.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R088	.10x/tickets/done/2026-06-28-repo-eval-autoresearch-docs-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R100	.10x/tickets/done/2026-06-28-repo-file-card-metadata-indexing.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R086	.10x/tickets/done/2026-06-28-repo-oversize-source-indexing.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R072	.10x/tickets/done/2026-06-28-repo-search-eval-autoresearch-plan.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R095	.10x/tickets/done/2026-06-28-repo-search-metadata-cross-repo-validation.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R097	.10x/tickets/done/2026-06-28-repo-search-precision-hypothesis-experiments.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R084	.10x/tickets/done/2026-06-28-repo-searchable-path-symbol-metadata.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R094	.10x/tickets/done/2026-06-28-turbo-search-seed-repo-eval-dataset.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R088	.10x/tickets/done/2026-06-28-website-capped-aggregation-default-review.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R100	.10x/tickets/done/2026-06-28-website-page-aggregation-experiments.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R100	.10x/tickets/done/2026-06-28-website-page-level-ranking.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R094	.10x/tickets/done/2026-06-28-website-ranking-default-promotion-decision.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R100	.10x/tickets/done/2026-06-28-website-ranking-evidence-hardening.md	historical-record-graph-edit-or-relocation	current develop record graph; branch copy non-authoritative
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	R100	.10x/tickets/done/2026-07-08-local-pdf-source-ingestion.md	historical-branch-record-non-authoritative	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/tickets/done/2026-07-08-namespace-delete-positional-namespace.md	historical-turbopuffer-delete-no-current-product-request	historical index only; no current owner without current product request
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/tickets/done/2026-07-08-turbopuffer-namespace-deletion-cli.md	historical-turbopuffer-delete-no-current-product-request	historical index only; no current owner without current product request
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/tickets/done/2026-07-10-add-apache-license.md	product-neutral-already-present-or-evolved-on-develop	current LICENSE/project metadata
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/tickets/done/2026-07-10-add-guarded-generated-data-cleanup.md	superseded-generated-data-cleanup-lifecycle	historical index; current plan cleanup/source lifecycle differs
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/tickets/done/2026-07-10-add-local-quality-gate.md	historical-tooling-choice-superseded-by-current-hosted-ci	current .github/workflows/ci.yml
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/tickets/done/2026-07-10-add-qdrant-local-runtime.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/tickets/done/2026-07-10-address-codebase-stocktake-findings.md	historical-branch-record-non-authoritative	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/tickets/done/2026-07-10-bound-sitemap-resource-usage.md	product-neutral-missing-sitemap-resource-bound	current sitemap resource spec/repair ticket
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/tickets/done/2026-07-10-deduplicate-cli-source-arguments.md	historical-refactor-not-current-behavior-authority	current CLI parser/help/tests
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/tickets/done/2026-07-10-implement-compact-plan-v2.md	historical-compact-artifact-finding-no-current-measured-need	historical index only; no current owner without measured need
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/tickets/done/2026-07-10-implement-qdrant-hybrid-retrieval.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/tickets/done/2026-07-10-implement-qdrant-index-lifecycle.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/tickets/done/2026-07-10-implement-sqlite-applied-state-v2.md	superseded-local-state-backend	current active compact DuckDB applied-state spec
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/tickets/done/2026-07-10-reconcile-record-graph.md	historical-branch-record-non-authoritative	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/tickets/done/2026-07-10-remove-turbopuffer-integration.md	historical-branch-record-non-authoritative	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.10x/tickets/done/2026-07-11-prototype-tantivy-lexical-sidecar.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.pi/skills/qdrant-site-rag/SKILL.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	.pi/skills/qdrant-site-rag/references/scrapling-site-workflow.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	D	.pi/skills/turbopuffer-site-rag/SKILL.md	provider-era-documentation-or-skill	current Buoy/Turbopuffer docs and skills
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	D	.pi/skills/turbopuffer-site-rag/references/scrapling-site-workflow.md	provider-era-documentation-or-skill	current Buoy/Turbopuffer docs and skills
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	LICENSE	product-neutral-already-present-or-evolved-on-develop	current LICENSE/project metadata
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	README.md	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
